unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
govuk-69ec4b34e59a30ad1bad8932bbb754a9,Avian influenza (bird flu) in Europe and in the UK,Publication,2018-11-13,https://www.gov.uk/government/publications/avian-influenza-bird-flu-in-europe,,"Epidemiology, Health sciences, Public health",eng,"science and technology, health>diseases and conditions, science and technology>natural science, health, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions>communicable disease",10.2903/j.efsa.2016.4687
ecdc-41c3f22a72d1c08616990af1eb697fb6,Zoonotic influenza - Annual Epidemiological Report for 2016,Publication,2018-03-14,https://www.ecdc.europa.eu/en/publications-data/zoonotic-influenza-annual-epidemiological-report-2016,,"Influenza A virus subtype H7N9, Influenza A virus, Influenza A virus subtype H5N1",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>illness, health>diseases and conditions>communicable disease",10.2903/j.efsa.2016.4687
fao-3f66830ba288d417aab0db0190772812,Highly pathogenic H5 avian influenza in 2016 and early 2017,Publication,2017-01-01,https://openknowledge.fao.org/handle/20.500.14283/I8068EN,"1 - Продукты знаний, Publicaciones, value chains","Birds, Influenza A virus subtype H5N8, Influenza A virus subtype H5N1",eng,"health>diseases and conditions, science and technology, science and technology>natural science, health, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",10.2903/j.efsa.2016.4687
fao-4f5a484a03a0518f00a3d09890a8b07a,Highly pathogenic H5 avian influenza in 2016 and early 2017,Publication,2017-01-01,https://openknowledge.fao.org/handle/20.500.14283/i8068en,"1 - Продукты знаний, CCK_ClimateScience, FAO COFO meeting parameter, FAO Conferences meeting parameter, FAO Council meeting parameter, Publicaciones","Birds, Influenza A virus subtype H5N8, Influenza A virus subtype H5N1",eng,"health>diseases and conditions, science and technology, science and technology>natural science, health, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease",10.2903/j.efsa.2016.4687
parliamentofaustria-792a1b3a05cdad1a220eb42d14d5dcb5,R&amp;TA monitoring for the Austrian Parliament,Publication,2022-11-21,https://www.parlament.gv.at/dokument/fachinfos/zukunftsthemen/000_Bericht_gesamt_aktualisiert_November2022.pdf,,"Futures studies, Artificial intelligence, Privacy",ger,"economy, business and finance>economic sector, economy, business and finance, science and technology, economy, business and finance>economic sector>energy and resource",tabde-d5c66a1587b61e8b39c2be111b3a2c40
parliamentofaustria-eed8687cd0dc8654c5145a612d4fd03d,Artificial life,Publication,2022-11-20,https://www.parlament.gv.at/dokument/fachinfos/zukunftsthemen/023_kuenstliches_leben.pdf,,"Genetics, Science, Branches of science",ger,"science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health",tabde-d5c66a1587b61e8b39c2be111b3a2c40
parliamentofaustria-bea0b827a76289340a199645a0f9ef33,R&amp;TA monitoring for the Austrian Parliament,Publication,2021-11-08,https://fachinfos.parlament.gv.at/wp-content/uploads/2021/11/000_Bericht_gesamt_aktualisiert_November2021_korr.pdf,,"Technology, Social media, Dystopia",ger,"economy, business and finance, economy, business and finance>economic sector, politics, politics>government, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economy, economy, business and finance>economic sector>media, politics>government>parliament",tabde-d5c66a1587b61e8b39c2be111b3a2c40
parliamentofaustria-13d6115bb39af863ce2c4ed0209bcb5a,R&amp;TA monitoring for the Austrian Parliament,Publication,2021-05-17,https://fachinfos.parlament.gv.at/wp-content/uploads/2021/05/000_bericht_gesamt_aktualisiert_Mai2021.pdf,,"Nudge theory, Artificial intelligence, Dystopia",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology, politics>government, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economy, politics",tabde-d5c66a1587b61e8b39c2be111b3a2c40
parliamentofaustria-7dda240e1805af29350de78806e7e197,R&amp;TA monitoring for the Austrian Parliament,Publication,2020-05-13,https://www.parlament.gv.at/ZUSD/FTA/FTA-Monitoring_Mai2020_gesamt.pdf,,"Nudge theory, Artificial intelligence, Information privacy",ger,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions, science and technology, economy, business and finance>economic sector>computing and information technology, health",tabde-d5c66a1587b61e8b39c2be111b3a2c40
parliamentofaustria-6d73d93987dc0e0384118acc495a96d0,Foresight and Technology Assessment: Monitoring Future Topics for the Austrian Parliament,Publication,2019-12-04,https://www.parlament.gv.at/ZUSD/FTA/FTA-Monitoring_November2019_gesamt.pdf,,"Face detection, Technology, Nudge theory",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology, science and technology>natural science>biology, economy, business and finance>economy, health, economy, business and finance>economic sector>computing and information technology",tabde-d5c66a1587b61e8b39c2be111b3a2c40
itaost-8121437063353e1d0989c3b91bc6c5b9,Foresight and Technology Assessment: Monitoring Future Issues for the Austrian Parliament Report Version: June 2019. Report-No. ITA-AIT-8; Institute of Technology Assessment / Austrian Institute of Technology: Vienna; on behalf of: Parliamentary Directorate.,Publication,2019-06-23,http://epub.oeaw.ac.at/ita/ita-projektberichte/ITA-AIT-8.pdf,,"Nudge theory, Information privacy, Deepfake",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, health, society",tabde-d5c66a1587b61e8b39c2be111b3a2c40
tabde-21195ef029823bab6c2b33f97b3aedee,The potential of algae-based raw materials for truck traffic,Publication,2019-06-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab181.pdf,,"Chemistry, Biomass to liquid, Sustainable Development Goals",ger,"economy, business and finance, science and technology>natural science, environment, science and technology, environment>natural resources, economy, business and finance>economic sector>chemicals, science and technology>natural science>biology, economy, business and finance>economic sector>energy and resource, economy, business and finance>economy, economy, business and finance>economic sector",tabde-d5c66a1587b61e8b39c2be111b3a2c40
parliamentofaustria-27c7abc4b02d5cdb49c25f96f3366b65,R&amp;TA monitoring for the Austrian Parliament,Publication,2018-11-26,https://www.parlament.gv.at/ZUSD/PDF/FTA_11.pdf,,"Artificial life, CRISPR gene editing, Biology",ger,"science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health",tabde-d5c66a1587b61e8b39c2be111b3a2c40
itaost-db06ab04a96f8a52fba1727df782e88d,Foresight and Technology Assessment: Monitoring Future Issues for the Austrian Parliament. Report version: May 2018. Report no. ITA-AIT-6; Institute of Technology Assessment / Austrian Institute of Technology: Vienna; on behalf of: Parliamentary Directorate.,Publication,2018-06-08,http://epub.oeaw.ac.at/ita/ita-projektberichte/ITA-AIT-6.pdf,,"Artificial intelligence, Virtual reality, Augmented reality",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology, economy, business and finance>economic sector>computing and information technology, environment, economy, business and finance>economy",tabde-d5c66a1587b61e8b39c2be111b3a2c40
