unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_doi
parliamentofaustria-bea0b827a76289340a199645a0f9ef33,R&amp;TA monitoring for the Austrian Parliament,Publication,2021-11-08,https://fachinfos.parlament.gv.at/wp-content/uploads/2021/11/000_Bericht_gesamt_aktualisiert_November2021_korr.pdf,,"Artificial intelligence, Sustainable Development Goals, Information privacy",ger,"economy, business and finance, economy, business and finance>economic sector, politics, politics>government, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economy, economy, business and finance>economic sector>media, politics>government>parliament",10.1080/10643389.2019.1579628
parliamentofaustria-13d6115bb39af863ce2c4ed0209bcb5a,R&amp;TA monitoring for the Austrian Parliament,Publication,2021-05-17,https://fachinfos.parlament.gv.at/wp-content/uploads/2021/05/000_bericht_gesamt_aktualisiert_Mai2021.pdf,,"Nudge theory, Artificial intelligence, Dystopia",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology, politics>government, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economy, politics",10.1080/10643389.2019.1579628
sipri-5142eadc728a5ed4685bfc213b2ff238,Emerging dual-use technologies in the life sciences: Challenges and policy recommendations on export control,Publication,2019-09-01,https://www.sipri.org/publications/2019/eu-non-proliferation-and-disarmament-papers/emerging-dual-use-technologies-life-sciences-challenges-and-policy-recommendations-export-control,,"Life sciences, European Commission, Technology",eng,"science and technology>natural science>biology, health>diseases and conditions>communicable disease, science and technology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, science and technology>natural science, science and technology>natural science>biology>genetics",10.1080/10643389.2019.1579628
randcorporation-7cdb312947d72a5d84fad697edb0a874,On the Extinction Risk from Artificial Intelligence,Publication,2025-05-06,https://www.rand.org/pubs/research_reports/RRA3034-1.html,,"Pandemic, Nuclear weapon, Infection",eng,"disaster, accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident, science and technology>natural science, science and technology>natural science>biology, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident>nuclear accident and incident, environment>climate change, disaster, accident and emergency incident>disaster, science and technology, environment, science and technology>natural science>biology>genetics",10.1089/hs.2017.0028
ukparliament_select-1727795a3927773e9e738960e1145558,1st Report - Large language models and generative AI,Publication,2024-02-02,https://publications.parliament.uk/pa/ld5804/ldselect/ldcomm/54/54.pdf,"Communications and Digital Committee, Large language models","Generative artificial intelligence, Risk, Existential risk from AI",eng,"economy, business and finance>economic sector, economy, business and finance, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economic sector>computing and information technology>software",10.1089/hs.2017.0028
hcss-8cac32ea6ab81e378a58f35dcf63d5c5,Reflections on the Knowledge Infrastructure Chemical and Biological Safety in the Netherlands,Publication,2020-10-16,https://hcss.nl/report/beschouwingen-over-de-kennisinfrastructuur-chemische-en-biologische-veiligheid-nederland,,1999 Bovenkarspel legionellosis outbreak,dut,"health>diseases and conditions, health, science and technology, health>diseases and conditions>illness",10.1089/hs.2017.0028
hcss-746dec8f4087b74108e29fe9f67322ff,The Knowledge Infrastructure Chemical &amp; Biological Safety | HCSS,Publication,2020-10-16,https://hcss.nl/report/beschouwingen-over-de-kennisinfrastructuur-chemische-en-biologische-veiligheid-nederland/,,1999 Bovenkarspel legionellosis outbreak,dut,"health>diseases and conditions, health, science and technology, health>diseases and conditions>illness",10.1089/hs.2017.0028
carnegieendowment-4dde15fadcc162e97942cc73f7ba46ac,"New Tech, New Threats, and New Governance Challenges: An Opportunity to Craft Smarter Responses?",Publication,2019-08-28,https://carnegieendowment.org/2019/08/28/new-tech-new-threats-and-new-governance-challenges-opportunity-to-craft-smarter-responses-pub-79736,,"Governance, Computer security, Anti-satellite weapon",eng,"science and technology>natural science, science and technology, science and technology>natural science>biology, conflicts, war and peace, society, conflicts, war and peace>armed conflict, health, politics>government, politics, politics>international relations",10.1089/hs.2017.0028
futureoflife-4d3aa92fd8e9af40a959413c067493cf,The Future of Humanity Institute Releases Three Papers on Biorisks Russian,Publication,2018-03-08,https://futureoflife.org/translation/future-humanity-institute-releases-three-papers-biorisks-russian/,,,rus,"health>health treatment, health, health>diseases and conditions>communicable disease>virus disease, health>health treatment>medicine, health>diseases and conditions, health>diseases and conditions>communicable disease",10.1089/hs.2017.0028
futureoflife-513278f58830cd0ab45bcfcb549d487e,The Future of Humanity Institute Releases Three Papers on Biorisks,Publication,2017-09-29,https://futureoflife.org/biotech/future-humanity-institute-releases-three-papers-biorisks/,,"Research, Biological warfare, Future of Humanity Institute",eng,"conflicts, war and peace, conflicts, war and peace>act of terror, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology, conflicts, war and peace>act of terror>act of bioterrorism, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease",10.1089/hs.2017.0028
futureoflife-1d280d47fe172d8375b0d0230936fca9,"FLI September, 2017 Newsletter",Publication,False,https://futureoflife.org/newsletter/fli-september-2017-newsletter/,,"Human extinction, Existential risk from artificial general intelligence, AI safety",eng,"politics>government policy, politics>government, politics>government>defence, politics>government>defence>military equipment, science and technology, politics, politics>government>defence>military equipment>military weaponry, politics>government policy>nuclear policy",10.1089/hs.2017.0028
cset-fa35074ced836206f93ab080d217c1dc,Anticipating Biological Risk: A Toolkit for Strategic Biosecurity Policy | Center for Security and Emerging Technology,Publication,2024-12-01,https://cset.georgetown.edu/publication/anticipating-biological-risk-a-toolkit-for-strategic-biosecurity-policy/,,"Biocontainment, Biosafety, Biosecurity",eng,"economy, business and finance, economy, business and finance>economic sector, health, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, economy, business and finance>economic sector>computing and information technology",10.1128/jvi.01791-23
sdscau-dc3fab4a6b2ee57bce58eb27c2152f97,Biological Weapons: An Overview of Threats and Responses,Publication,2013-04-17,http://sdsc.bellschool.anu.edu.au/experts-publications/publications/3094/biological-weapons-overview-threats-and-responses,,"Biological warfare, Weapon of mass destruction, Nuclear weapon",eng,"politics, politics>government, science and technology>natural science, health>diseases and conditions, health, conflicts, war and peace, science and technology, science and technology>natural science>biology, conflicts, war and peace>armed conflict, politics>government>defence, education",10.1162/01622880260553642
cgiar-d5c227a956c5c93cf7acdf613010a8e8,Revised Full Proposal,Publication,2015-01-23,https://hdl.handle.net/10947/3603,"CGIAR Consortium, CGIAR Fund Council, CGIAR Fund Council Meetings - agenda documents, CGIAR historic archive","Food security, Malnutrition, Health",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, health>health treatment, lifestyle and leisure, lifestyle and leisure>lifestyle, lifestyle and leisure>lifestyle>food and drink, health>diseases and conditions, health>health treatment>diet, economy, business and finance>economic sector>consumer goods>food, health",10.1186/1471-2180-5-19
cgiar-6e130c1c366621ae18a93e58497191e7,CGIAR Research Program on Agriculture for Nutrition and Health,Publication,2012-04-24,https://hdl.handle.net/10947/2562,"CGIAR Research Program on Agriculture for Nutrition and Health, CGIAR Research Programs and Platforms (2012–2021), CGIAR Research Programs and Platforms - management and governance, CGIAR Research Programs phase 1 - proposals, CRP A4NH outputs","Malnutrition, Health, CGIAR",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, health>health treatment, lifestyle and leisure, lifestyle and leisure>lifestyle, lifestyle and leisure>lifestyle>food and drink, economy, business and finance>economic sector>consumer goods>food, health>health treatment>diet, health, health>diseases and conditions",10.1186/1471-2180-5-19
